Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Acer,Notebook,4,1.8,10.43075959,No,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,16,1.95,11.94768216,No,No,157.3505121,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,8,2,10.34185964,No,No,141.2119981,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,32,4.42,12.16113419,No,Yes,127.3356746,Intel Core i7,1000,1000,Nvidia,Windows
Asus,Gaming,16,4.3,11.73773163,No,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Ultrabook,16,1.47,11.45090026,No,Yes,157.3505121,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,2.2,9.771618777,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Others
Lenovo,Ultrabook,16,1.7,11.71579055,No,No,157.3505121,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,1.6,11.52042209,No,Yes,157.3505121,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,8,2.2,10.96857615,No,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Gaming,4,2.4,10.8823158,No,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Acer,Gaming,16,4.2,11.71579055,No,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,10.86820267,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,8,2.24,11.17523937,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Vero,Notebook,4,1.22,9.288274273,No,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.56134985,Yes,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.08,10.8414521,Yes,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Apple,Ultrabook,8,0.92,11.03603739,No,Yes,226.4155472,Other Intel Processor,0,0,Intel,Mac
Lenovo,2 in 1 Convertible,8,1.42,11.72918457,Yes,Yes,209.8006829,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,1.63,9.6760046,No,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,1.95,10.67259527,No,No,100.4546699,Intel Core i5,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.38,11.18267988,Yes,Yes,158.4825302,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2,10.58085895,No,No,141.2119981,Intel Core i3,0,256,AMD,Windows
HP,Workstation,8,3.14,11.6083981,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.37,10.97771698,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.29,11.28811452,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.06,11.4423605,Yes,No,282.4239962,Intel Core i5,0,256,Nvidia,Windows
Dell,Netbook,4,1.63,10.58760206,No,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
HP,Netbook,8,1.26,11.21190037,No,No,125.367428,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,2.1,10.63485495,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,2.04,10.41969228,No,No,100.4546699,AMD Processor,2000,0,AMD,Windows
Dell,Gaming,16,2.62,11.40151468,No,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,4,2.4,10.38737929,No,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
HP,Gaming,12,3.74,11.4423605,No,Yes,127.3356746,Intel Core i7,1000,0,AMD,Windows
MSI,Gaming,16,2.9,11.76501559,No,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Samsung,Ultrabook,8,0.81,11.28811452,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,1.98,10.84353544,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,10.64735344,No,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.32,11.50335501,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Razer,Ultrabook,16,1.29,11.47054726,Yes,Yes,352.4651472,Intel Core i7,0,512,Intel,Windows
HP,Netbook,4,1.23,9.928804361,No,No,135.0942112,Other Intel Processor,0,0,Intel,Others
Dell,Gaming,16,4.36,11.80161302,No,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,1.76,10.60227878,No,No,111.9352036,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.1,10.16976231,No,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Toshiba,Ultrabook,4,1.25,10.969494,No,No,111.9352036,Intel Core i5,0,128,Intel,Windows
Lenovo,Ultrabook,8,1.13,11.79920696,No,Yes,157.3505121,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,8,2.4,11.06480418,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.13,11.51192496,No,Yes,157.3505121,Intel Core i5,0,0,Intel,Windows
Toshiba,Notebook,4,1.75,10.18816712,No,No,111.9352036,Other Intel Processor,0,128,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,11.18932933,Yes,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.76,10.34717287,No,No,111.9352036,Intel Core i3,500,0,Intel,Windows
Acer,Netbook,4,1.35,9.847678816,No,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others
Acer,Notebook,8,1.5,10.4036663,No,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,32,3.49,12.58788256,Yes,No,254.6713491,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.1,11.62477735,No,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.1,10.22746491,No,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others
Lenovo,Notebook,8,1.7,11.05390261,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.32,11.38409159,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,3.21,11.90383371,No,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Asus,Gaming,16,2.9,11.76667054,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,4,2,10.48134509,No,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.5,9.759386209,No,No,111.9352036,Other Intel Processor,0,0,Intel,Others
Asus,Notebook,8,2.3,10.35568356,No,No,141.2119981,Intel Core i5,128,0,Intel,Windows
Asus,Gaming,16,2.73,11.47054726,No,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Dell,Gaming,32,4.42,12.00593479,No,Yes,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
HP,Notebook,8,2.63,10.78900563,No,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,10.54642998,No,No,100.4546699,Intel Core i5,0,128,Intel,Windows
HP,Ultrabook,8,1.54,11.50925474,No,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,4,2.18,10.58085895,No,No,141.2119981,Intel Core i7,0,256,AMD,Windows
HP,2 in 1 Convertible,4,1.4,10.39718329,Yes,No,135.0942112,Other Intel Processor,0,0,Intel,Others
Asus,Ultrabook,8,1.45,10.90898405,No,Yes,165.6321181,Intel Core i5,0,512,Nvidia,Windows
HP,2 in 1 Convertible,8,1.28,11.70617509,Yes,No,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,11.26721724,No,No,157.3505121,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,1.86,9.6760046,No,No,100.4546699,Other Intel Processor,0,128,Intel,Others
Asus,Gaming,16,2.1,11.52464374,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.83,10.73829053,No,No,127.3356746,Intel Core i7,1000,0,AMD,Others
Lenovo,Ultrabook,8,1.96,11.52674789,No,Yes,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.3,10.64378927,No,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,10.82674595,No,No,141.2119981,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2,10.08258391,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
HP,2 in 1 Convertible,8,1.28,11.82293286,Yes,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.62,10.45099374,Yes,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.12616379,No,No,141.2119981,Intel Core i3,1000,0,Intel,Others
Lenovo,Notebook,8,2.3,10.72157355,No,Yes,141.2119981,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,1.84,11.18267988,No,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Toshiba,Notebook,4,1.05,11.13407502,No,No,165.6321181,Intel Core i5,0,128,Intel,Windows
Lenovo,Gaming,8,2.5,10.90017342,No,Yes,141.2119981,Intel Core i5,1000,0,Nvidia,Others
Dell,Ultrabook,16,1.29,11.68979217,Yes,No,276.0535301,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.07,10.78900563,No,No,141.2119981,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,10.97407067,No,No,117.8265301,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.55114568,Yes,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,8,1.56,10.78017555,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.23,11.45880544,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.38,10.93685707,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.14726162,No,No,141.2119981,Intel Core i3,1000,0,AMD,Others
Toshiba,Notebook,8,2,11.21118017,No,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.44,10.57543153,No,Yes,165.6321181,Intel Core i3,0,180,Intel,Windows
Samsung,Ultrabook,16,1.23,11.49796126,No,No,146.860478,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.6,11.40804483,No,No,176.2325736,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,4,2,9.96449738,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Others
Xiaomi,Ultrabook,8,1.28,10.81610756,No,Yes,165.6321181,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.18,10.79174911,No,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.04,10.70777173,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.28,11.41394456,Yes,No,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,2.3,10.50468785,Yes,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,4,1.65,9.827763506,No,No,111.1413369,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,8,2.2,10.48134509,No,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.2,9.88635767,No,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
HP,2 in 1 Convertible,4,1.28,11.47054726,Yes,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,10.09739572,No,No,100.4546699,Intel Core i3,1000,0,AMD,Others
Asus,Gaming,12,2.2,11.19805405,No,No,127.3356746,Intel Core i5,1000,128,Nvidia,Windows
Acer,Netbook,4,1.25,9.669293165,No,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,4,2.8,9.913097231,No,No,106.1130621,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,1.95,11.11838843,No,No,157.3505121,Intel Core i5,0,128,Intel,Windows
HP,2 in 1 Convertible,16,1.42,11.219074,Yes,No,276.0535301,Intel Core i7,0,256,Intel,Windows
Samsung,Ultrabook,8,1.17,11.41335615,No,No,146.860478,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,11.47054726,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.43,11.85749852,No,Yes,254.6713491,Intel Core i7,2000,512,Nvidia,Windows
Toshiba,Notebook,8,1.05,11.2719743,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,8,2.62,10.80966977,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others
HP,Notebook,8,2.04,10.77795579,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,10.39555595,No,No,100.4546699,Intel Core i3,1000,0,AMD,Windows
Dell,Notebook,8,1.9,10.81610756,No,No,141.2119981,Intel Core i5,500,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.24,11.58299213,Yes,No,276.0535301,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,32,3.58,11.12939483,No,Yes,127.3356746,Intel Core i7,0,512,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,11.38348535,Yes,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.13,11.60066817,No,Yes,157.3505121,Intel Core i7,0,0,Intel,Windows
Lenovo,Notebook,8,1.95,11.55778513,No,Yes,141.2119981,Intel Core i5,0,512,Intel,Windows
LG,Ultrabook,16,1.08,11.62477735,Yes,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
HP,Netbook,8,1.26,11.27738337,No,No,176.2325736,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,2.2,9.858883415,No,Yes,141.2119981,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,8,2.6,10.64632735,No,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
LG,Ultrabook,8,0.98,11.52464374,Yes,Yes,157.3505121,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,8,1.6,11.06979587,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.09,12.01471842,Yes,No,352.4651472,Other Intel Processor,0,240,Intel,Windows
Lenovo,Notebook,6,2.2,10.64632735,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,2.04,10.90212825,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,10.18816712,No,No,141.2119981,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,4,1.44,10.75661865,No,No,165.6321181,Intel Core i5,0,128,Intel,Windows
HP,Notebook,8,1.49,10.84249431,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.7,11.35269474,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,16,2.6,11.18267988,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
MSI,Gaming,8,2.2,10.99656463,No,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10.50496527,No,No,100.4546699,Intel Core i5,1000,0,AMD,Windows
HP,Ultrabook,8,1.84,11.1433625,No,No,141.2119981,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.39,11.0222083,Yes,No,276.0535301,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,16,2.4,11.5638847,No,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.48489629,Yes,Yes,165.6321181,Intel Core i5,0,512,Intel,Windows
Dell,Notebook,4,1.95,10.56846856,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,11.38409159,No,Yes,176.2325736,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.31,11.03603739,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,10.53808986,No,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,4,1.95,11.0222083,No,No,111.9352036,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,9.708902303,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
HP,Ultrabook,4,1.26,11.34010804,No,No,176.2325736,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.86,9.641641634,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Others
Lenovo,2 in 1 Convertible,16,1.3,11.47054726,Yes,Yes,276.0535301,Intel Core i7,0,1000,Intel,Windows
Toshiba,Notebook,4,1.47,10.98316164,No,Yes,157.3505121,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,1.26,11.39554095,No,No,176.2325736,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,10.30099468,No,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
MSI,Gaming,8,2.2,11.06480418,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.36,11.3774026,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.36,11.89782208,No,No,169.7808994,Intel Core i7,1000,512,Nvidia,Windows
HP,Gaming,8,2.75,11.219074,No,Yes,127.3356746,Intel Core i5,1000,128,Nvidia,Windows
Asus,Notebook,4,2.8,10.24843803,No,No,106.1130621,Other Intel Processor,1000,0,Nvidia,Windows
Acer,Notebook,4,2.23,10.4036663,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,8,2.2,10.99575173,No,No,100.4546699,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.1,11.14491104,Yes,Yes,194.9475372,Other Intel Processor,0,256,Intel,Windows
Lenovo,Gaming,16,2.5,10.8823158,No,Yes,141.2119981,AMD Processor,1000,512,AMD,Windows
Dell,Ultrabook,8,1.36,11.27007419,Yes,No,176.2325736,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,2.2,10.50497986,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others
Dell,Notebook,4,2.36,10.46628456,No,No,106.1130621,Intel Core i3,1000,0,AMD,Windows
Acer,Notebook,4,1.68,9.830632948,No,No,111.9352036,Other Intel Processor,0,0,Intel,Others
HP,Workstation,8,2,11.69380198,No,Yes,141.2119981,Intel Core i7,0,8,Nvidia,Windows
Dell,Ultrabook,8,1.36,11.45711673,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.2,11.26175274,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.2,11.03087387,No,No,176.2325736,Other Intel Processor,0,0,Intel,Others
Lenovo,Ultrabook,8,1.7,11.28141434,No,Yes,157.3505121,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,16,4.36,12.03198779,No,Yes,254.6713491,Intel Core i7,1000,512,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.24,11.52464374,Yes,No,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.45,10.62842406,Yes,No,135.0942112,Other Intel Processor,0,256,Intel,Windows
Dell,Ultrabook,8,1.3,11.12075716,No,No,276.0535301,Intel Core i7,0,256,Intel,Windows
Acer,2 in 1 Convertible,4,1.25,9.93914037,Yes,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others
Toshiba,Notebook,8,1.2,11.31184669,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,11.44863011,No,Yes,176.2325736,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,12,2.4,10.89227605,No,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Toshiba,Ultrabook,8,1.1,11.46553193,Yes,No,176.2325736,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,2.04,10.71667123,No,No,100.4546699,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,4,2.25,10.11893088,No,No,100.4546699,Intel Core i3,1000,0,AMD,Others
Dell,Notebook,4,1.9,10.69094441,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,2.04,10.50497986,No,No,141.2119981,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,32,4.42,12.03040125,No,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,10.51947287,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,11.52464374,Yes,No,276.0535301,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.5,11.55778003,Yes,No,209.8006829,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,32,4.42,11.91293572,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,1.95,11.04883074,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.73,11.60110732,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.04,10.86209267,No,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.7,10.88531431,No,No,111.9352036,Intel Core i5,0,0,Intel,Windows
Asus,2 in 1 Convertible,16,2.3,11.47054726,Yes,No,282.4239962,Intel Core i7,2000,512,Nvidia,Windows
HP,Notebook,6,2.04,10.3368635,No,No,100.4546699,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,2.99,11.4423605,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,12,2.19,11.14491104,Yes,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,4,1.2,11.06146249,No,No,165.6321181,Intel Core i5,0,128,Intel,Windows
Lenovo,Notebook,6,2.2,10.28365947,No,No,141.2119981,AMD Processor,0,256,AMD,Windows
Fujitsu,Notebook,4,2.3,10.45099374,No,No,100.4546699,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,1.75,10.79448509,No,No,111.9352036,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.25,10.37082262,No,No,100.4546699,Intel Core i5,500,0,AMD,Windows
HP,Notebook,8,2.04,10.66764477,No,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,Gaming,8,2.5,11.05642892,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.36,10.59430001,No,No,100.4546699,Intel Core i7,1000,0,AMD,Windows
Dell,Notebook,8,1.6,10.99575173,No,No,157.3505121,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,0.97,11.52937188,No,No,176.2325736,Other Intel Processor,0,512,Intel,Windows
HP,Notebook,4,2.1,10.18816712,No,No,141.2119981,Intel Core i3,1000,128,AMD,Windows
Lenovo,Notebook,4,1.9,9.576276649,No,No,100.4546699,Other Intel Processor,0,128,Intel,Others
Lenovo,Notebook,8,2.3,11.18267988,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.68,10.76565826,Yes,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,1.4,11.02307825,No,No,276.0535301,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.11,11.18267988,Yes,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.4,9.915732279,No,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Asus,Gaming,16,2.5,11.47054726,No,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.48,11.62000179,No,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,8,2.7,11.11442803,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.34,11.05642892,No,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,10.28000983,No,No,100.4546699,Intel Core i3,0,128,Intel,Windows
HP,Notebook,4,1.64,10.63357207,No,No,111.9352036,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,4,1.2,11.06146249,No,No,165.6321181,Intel Core i5,0,128,Intel,Windows
HP,Notebook,4,1.48,10.97861739,No,No,111.9352036,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.95,11.06979587,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.43,11.25418997,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.64,10.93140146,No,No,157.3505121,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,10.50351894,No,No,111.9352036,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,8,2.65,10.83096982,No,No,141.2119981,Intel Core i5,0,0,Nvidia,Windows
HP,Ultrabook,4,1.26,11.31444916,No,No,176.2325736,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.48,11.34705032,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,11.51841585,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.49,10.66017275,No,No,117.8265301,Intel Core i3,500,0,Intel,Windows
Toshiba,Notebook,8,1.5,11.07393666,No,No,117.8265301,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,10.62193855,No,No,100.4546699,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,16,2.4,11.97120463,No,Yes,254.6713491,Intel Core i7,0,512,Nvidia,Windows
Toshiba,Notebook,8,1.47,11.28209243,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.43,11.68486936,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Dell,2 in 1 Convertible,4,2.08,10.65514765,Yes,Yes,141.2119981,Intel Core i3,1000,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,11.34705032,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.11,11.0222083,No,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,11.05342188,No,No,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.09,10.92871023,No,No,141.2119981,Intel Core i5,500,0,Intel,Windows
HP,Ultrabook,4,1.26,11.3273609,No,No,125.367428,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.31,11.05642892,No,No,111.9352036,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.95,10.94158521,No,No,111.9352036,Intel Core i5,500,0,Intel,Windows
Dell,Ultrabook,8,1.29,11.36820855,Yes,No,276.0535301,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.63,10.96027735,No,No,127.3356746,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,10.85594511,No,No,111.9352036,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,6,2.1,9.989276182,No,No,100.4546699,AMD Processor,1000,0,AMD,Windows
MSI,Gaming,8,2.7,11.05878107,No,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.95,11.06146249,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.84,11.089509,No,No,141.2119981,Intel Core i7,0,256,Intel,Windows
